StateCode,Id,Latitude,Longitude,Elevation,TimeZone,PrimaryCity
FL,32833,28.479237,-81.060059,106,-5,ORLANDO
FL,32834,28.407800,-81.031400,106,-5,ORLANDO
FL,32835,28.522810,-81.483258,106,-5,ORLANDO
FL,32836,28.414362,-81.522547,106,-5,ORLANDO
FL,32837,28.390270,-81.439479,106,-5,ORLANDO
FL,32839,28.491738,-81.409762,106,-5,ORLANDO
FL,32853,28.538200,-81.379500,106,-5,ORLANDO
FL,32854,28.538200,-81.379500,106,-5,ORLANDO
FL,32855,28.538200,-81.379500,106,-5,ORLANDO
FL,32856,28.538200,-81.379500,106,-5,ORLANDO
FL,32857,28.538200,-81.379500,106,-5,ORLANDO
FL,32858,28.538200,-81.379500,106,-5,ORLANDO
FL,32859,28.538200,-81.379500,106,-5,ORLANDO
FL,32860,28.538200,-81.379500,106,-5,ORLANDO
FL,32861,28.538200,-81.379500,106,-5,ORLANDO
FL,32862,28.538200,-81.379500,106,-5,ORLANDO
FL,32867,28.538200,-81.379500,106,-5,ORLANDO
FL,32868,28.538200,-81.379500,106,-5,ORLANDO
FL,32869,28.538200,-81.379500,106,-5,ORLANDO
FL,32872,28.538200,-81.379500,106,-5,ORLANDO
FL,32877,28.538200,-81.379500,106,-5,ORLANDO
FL,32878,28.538200,-81.379500,106,-5,ORLANDO
FL,32885,28.538200,-81.379500,106,-5,ORLANDO
FL,32886,28.538200,-81.379500,106,-5,ORLANDO
FL,32887,28.538200,-81.379500,106,-5,ORLANDO
FL,32891,28.538200,-81.379500,106,-5,ORLANDO
FL,32896,0.000000,0.000000,106,-5,ORLANDO
FL,32897,28.538200,-81.379500,106,-5,ORLANDO
FL,32899,28.387020,-80.602140,18,-5,ORLANDO
FL,32901,28.074742,-80.632606,18,-5,MELBOURNE
FL,32902,28.078600,-80.602600,18,-5,MELBOURNE
FL,32903,28.107708,-80.580642,18,-5,INDIALANTIC
FL,32904,28.079396,-80.753872,18,-5,MELBOURNE
FL,32905,28.037880,-80.611455,18,-5,PALM BAY
FL,32906,28.078600,-80.602600,18,-5,PALM BAY
FL,32907,28.020872,-80.685406,18,-5,PALM BAY
FL,32908,27.954586,-80.720911,18,-5,PALM BAY
FL,32909,27.910836,-80.657419,18,-5,PALM BAY
FL,32910,28.034300,-80.588800,18,-5,PALM BAY
FL,32911,28.034300,-80.588800,18,-5,PALM BAY
FL,32912,28.034300,-80.588800,18,-5,MELBOURNE
FL,32919,28.078600,-80.602600,18,-5,MELBOURNE
FL,32920,28.402381,-80.614942,18,-5,CAPE CANAVERAL
FL,32922,28.374614,-80.745986,18,-5,COCOA
FL,32923,28.385900,-80.742300,18,-5,COCOA
FL,32924,28.385900,-80.742300,18,-5,COCOA
FL,32925,28.411661,-80.582908,18,-5,PATRICK AFB
FL,32926,28.408068,-80.823502,18,-5,COCOA
FL,32927,28.471902,-80.817302,18,-5,COCOA
FL,32931,28.325736,-80.622511,18,-5,COCOA BEACH
